title,address,city,state,postal_code,price,facts and features,real estate provider,url
Under Contract,,San Francisco,CA,94114,"$5,495,000 ","5 bds, 6.0 ba ,4538 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/20-Palo-Alto-Ave-San-Francisco-CA-94114/2093385803_zpid/
New construction,,San Francisco,CA,94117,"$1,095,000 ","1 bds, 1.0 ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/1282-Hayes-St-300-San-Francisco-CA-94117/2073554168_zpid/
Condo for sale,,San Francisco,CA,94117,"$2,495,000 ","3 bds, 3.0 ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/1282-Hayes-St-401-San-Francisco-CA-94117/2073554167_zpid/
House for sale,,San Francisco,CA,94117,"$3,795,000 ","5 bds, 6.0 ba ,3870 sqft",Vanguard Properties,https://www.zillow.com/homedetails/144-Central-Ave-San-Francisco-CA-94117/241583801_zpid/
Condo for sale,,San Francisco,CA,94117,"$1,695,000 ","3 bds, 1.0 ba ,1857 sqft",Compass,https://www.zillow.com/homedetails/2025-Hayes-St-San-Francisco-CA-94117/2076946207_zpid/
House for sale,,San Francisco,CA,94117,"$1,449,500 ","3 bds, 2.0 ba ,1600 sqft",Compass,https://www.zillow.com/homedetails/514-Cole-St-San-Francisco-CA-94117/2078257321_zpid/
Condo for sale,,San Francisco,CA,94117,"$1,495,000 ","3 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/528-Stanyan-St-San-Francisco-CA-94117/79845169_zpid/
House for sale,,San Francisco,CA,94117,"$2,795,000 ","13 bds, 4.0 ba ,5280 sqft",Compass,https://www.zillow.com/homedetails/1664-Fell-St-1670-San-Francisco-CA-94117/2073927100_zpid/
House for sale,,San Francisco,CA,94117,"$2,399,000 ","6 bds, None ba ,4754 sqft",Compass,https://www.zillow.com/homedetails/1457-Haight-St-1459-San-Francisco-CA-94117/2073725948_zpid/
Condo for sale,,San Francisco,CA,94117,"$1,195,000 ","3 bds, 2.0 ba ,922 sqft",Compass SF,https://www.zillow.com/homedetails/139-Steiner-St-3-San-Francisco-CA-94117/114317341_zpid/
House for sale,,San Francisco,CA,94117,"$7,199,000 ","12 bds, None ba ,15140 sqft",Compass,https://www.zillow.com/homedetails/1965-Page-St-San-Francisco-CA-94117/2073922824_zpid/
Condo for sale,,San Francisco,CA,94117,"$1,849,000 ","3 bds, 2.0 ba ,2003 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/855-Hayes-St-San-Francisco-CA-94117/111933783_zpid/
House for sale,,San Francisco,CA,94117,"$2,795,000 ","3 bds, 3.0 ba ,2400 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/3-Atalaya-Ter-San-Francisco-CA-94117/15085459_zpid/
House for sale,,San Francisco,CA,94117,"$3,795,000 ","11 bds, 13.0 ba ,5889 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/860-Fell-St-San-Francisco-CA-94117/2105306668_zpid/
Condo for sale,,San Francisco,CA,94117,"$899,900 ","1 bds, 1.0 ba ,None sqft",Avenue 8 Inc.,https://www.zillow.com/homedetails/351-Buena-Vista-Ave-E-UNIT-602-San-Francisco-CA-94117/2074689017_zpid/
Condo for sale,,San Francisco,CA,94117,"$1,095,000 ","1 bds, 1.0 ba ,829 sqft",Compass,https://www.zillow.com/homedetails/351-Buena-Vista-Ave-603-San-Francisco-CA-94117/2075110898_zpid/
Condo for sale,,San Francisco,CA,94117,"$995,000 ","1 bds, 1.0 ba ,1204 sqft",Pacific Edge,https://www.zillow.com/homedetails/12-Woodland-Ave-3-San-Francisco-CA-94117/2075125842_zpid/
House for sale,,San Francisco,CA,94117,"$1,595,000 ","6 bds, 2.0 ba ,1556 sqft",Compass SF,https://www.zillow.com/homedetails/738-Central-Ave-740-San-Francisco-CA-94117/2076570455_zpid/
Under Contract,,San Francisco,CA,94117,"$1,249,000 ","2 bds, 1.0 ba ,1076 sqft",Polaris Realty,https://www.zillow.com/homedetails/133-Ashbury-St-San-Francisco-CA-94117/249664698_zpid/
Condo for sale,,San Francisco,CA,94117,"$1,250,000 ","2 bds, 1.0 ba ,1258 sqft",Redfin,https://www.zillow.com/homedetails/1-Buena-Vista-East-Ave-A-San-Francisco-CA-94117/2075614193_zpid/
Under Contract,,San Francisco,CA,94117,"$2,399,000 ","5 bds, 4.0 ba ,2900 sqft",Berkshire Hathaway-Franciscan,https://www.zillow.com/homedetails/130-Alpine-Ter-San-Francisco-CA-94117/2075169215_zpid/
Lot / Land for sale,,San Francisco,CA,94117,"$3,495,000 ","None bds, None ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/63-Carmel-St-San-Francisco-CA-94117/15088528_zpid/
House for sale,,San Francisco,CA,94117,"$2,990,000 ","9 bds, 3.0 ba ,5655 sqft","Jeremy Lee, Broker",https://www.zillow.com/homedetails/674-Haight-St-678-San-Francisco-CA-94117/2076570752_zpid/
Under Contract,,San Francisco,CA,94117,"$2,295,000 ","10 bds, 1.0 ba ,4320 sqft",Urban Group Real Estate,https://www.zillow.com/homedetails/109-Fillmore-111a-St-San-Francisco-CA-94117/2076570843_zpid/
Under Contract,,San Francisco,CA,94117,"$799,000 ","1 bds, 1.0 ba ,705 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/355-Buena-Vista-Ave-E-UNIT-310W-San-Francisco-CA-94117/15126739_zpid/
House for sale,,San Francisco,CA,94117,"$3,675,000 ","4 bds, 3.0 ba ,3000 sqft","Bill Harkins Brokerage, Inc.",https://www.zillow.com/homedetails/956-Ashbury-St-San-Francisco-CA-94117/15127213_zpid/
House for sale,,San Francisco,CA,94117,"$1,995,000 ","5 bds, 2.0 ba ,2874 sqft",Elevation Real Estate,https://www.zillow.com/homedetails/1530-Hayes-St-1530-San-Francisco-CA-94117/2075594060_zpid/
House for sale,,San Francisco,CA,94117,"$1,595,000 ","3 bds, 2.0 ba ,1804 sqft",Elevation Real Estate,https://www.zillow.com/homedetails/1532-Hayes-St-1532-San-Francisco-CA-94117/2075594059_zpid/
House for sale,,San Francisco,CA,94117,"$6,300,000 ","23 bds, None ba ,16830 sqft",Marcus & Millichap,https://www.zillow.com/homedetails/401-Haight-St-427-San-Francisco-CA-94117/2075607373_zpid/
Condo for sale,,San Francisco,CA,94117,"$1,645,000 ","3 bds, 2.0 ba ,1823 sqft",Pacific Edge,https://www.zillow.com/homedetails/888-Fell-St-San-Francisco-CA-94117/184817121_zpid/
House for sale,,San Francisco,CA,94117,"$2,650,000 ","4 bds, 3.0 ba ,2378 sqft","Lucas Clot, Broker",https://www.zillow.com/homedetails/120-Edgewood-Ave-San-Francisco-CA-94117/15127955_zpid/
Condo for sale,,San Francisco,CA,94117,"$2,000,000 ","3 bds, 4.0 ba ,2000 sqft",BarbCo,https://www.zillow.com/homedetails/1320-Masonic-Ave-San-Francisco-CA-94117/125309062_zpid/
Condo for sale,,San Francisco,CA,94117,"$1,390,000 ","2 bds, 1.0 ba ,1319 sqft",Compass,https://www.zillow.com/homedetails/1620-Fulton-St-San-Francisco-CA-94117/184817202_zpid/
House for sale,,San Francisco,CA,94117,"$2,898,000 ","6 bds, 3.0 ba ,4315 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/704-Ashbury-St-San-Francisco-CA-94117/15087195_zpid/
Under Contract,,San Francisco,CA,94117,"$1,050,000 ","2 bds, 2.0 ba ,1193 sqft",Berkshire Hathaway-Franciscan,https://www.zillow.com/homedetails/1301-Fulton-St-APT-209-San-Francisco-CA-94117/15085641_zpid/
Condo for sale,,San Francisco,CA,94117,"$749,000 ","1 bds, 1.0 ba ,590 sqft",Compass,https://www.zillow.com/homedetails/647-Frederick-St-San-Francisco-CA-94117/15087461_zpid/
Condo for sale,,San Francisco,CA,94117,"$859,000 ","2 bds, 1.0 ba ,790 sqft","Danita Kulp, Broker",https://www.zillow.com/homedetails/406-Carl-St-A-San-Francisco-CA-94117/2077637222_zpid/
House for sale,,San Francisco,CA,94117,"$1,450,000 ","4 bds, 3.0 ba ,1706 sqft",Redfin,https://www.zillow.com/homedetails/1370-Hayes-St-1372-San-Francisco-CA-94117/2077761402_zpid/
House for sale,,San Francisco,CA,94117,"$3,650,000 ","8 bds, 5.0 ba ,4678 sqft",Elevation Real Estate,https://www.zillow.com/homedetails/1530-Hayes-St-1532-San-Francisco-CA-94117/2076570905_zpid/
House for sale,,San Francisco,CA,94117,"$2,675,000 ","9 bds, None ba ,5175 sqft",Marcus & Millichap,https://www.zillow.com/homedetails/1369-Waller-St-1373-San-Francisco-CA-94117/2076570896_zpid/
Under Contract,,San Francisco,CA,94117,"$1,800,000 ","2 bds, 4.0 ba ,2750 sqft","West & Praszker, REALTORS®",https://www.zillow.com/homedetails/320-Frederick-St-322-San-Francisco-CA-94117/2076570747_zpid/
Condo for sale,,San Francisco,CA,94116,"$1,138,000 ","2 bds, 1.0 ba ,1032 sqft",,https://www.zillow.com/homedetails/3535-Wawona-St-236-San-Francisco-CA-94116/2077167879_zpid/
House for sale,,San Francisco,CA,94116,"$1,195,000 ","2 bds, 1.0 ba ,1400 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/2319-47th-Ave-San-Francisco-CA-94116/15121407_zpid/
House for sale,,San Francisco,CA,94116,"$1,798,000 ","4 bds, 4.0 ba ,2067 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2434-42nd-Ave-San-Francisco-CA-94116/15121777_zpid/
House for sale,,San Francisco,CA,94116,"$1,595,000 ","3 bds, 2.0 ba ,2133 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1915-23rd-Ave-San-Francisco-CA-94116/15114557_zpid/
House for sale,,San Francisco,CA,94116,"$1,195,000 ","2 bds, 1.0 ba ,1075 sqft",Compass,https://www.zillow.com/homedetails/744-Pacheco-St-San-Francisco-CA-94116/15115112_zpid/
House for sale,,San Francisco,CA,94116,"$999,000 ","2 bds, 1.0 ba ,800 sqft",Mosaik Real Estate,https://www.zillow.com/homedetails/1919-47th-Ave-San-Francisco-CA-94116/15113735_zpid/
House for sale,,San Francisco,CA,94116,"$2,195,000 ","4 bds, 5.0 ba ,2747 sqft",Century 21 Realty Alliance,https://www.zillow.com/homedetails/2362-42nd-Ave-San-Francisco-CA-94116/15121153_zpid/
House for sale,,San Francisco,CA,94116,"$1,095,000 ","3 bds, 2.0 ba ,1214 sqft",BarbCo,https://www.zillow.com/homedetails/2367-37th-Ave-San-Francisco-CA-94116/15120954_zpid/
House for sale,,San Francisco,CA,94116,"$1,595,000 ","3 bds, 2.0 ba ,1755 sqft",Anchor Realty,https://www.zillow.com/homedetails/2654-16th-Ave-San-Francisco-CA-94116/15125601_zpid/
House for sale,,San Francisco,CA,94116,"$1,095,000 ","3 bds, 2.0 ba ,1214 sqft",MaxReal,https://www.zillow.com/homedetails/2187-42nd-Ave-San-Francisco-CA-94116/15117055_zpid/
House for sale,,San Francisco,CA,94116,"$1,498,000 ","3 bds, 2.0 ba ,1758 sqft",Compass SF,https://www.zillow.com/homedetails/2222-18th-Ave-San-Francisco-CA-94116/15119838_zpid/
House for sale,,San Francisco,CA,94116,"$1,195,000 ","5 bds, 3.0 ba ,1912 sqft",BarbCo,https://www.zillow.com/homedetails/2718-38th-Ave-San-Francisco-CA-94116/15125944_zpid/
Under Contract,,San Francisco,CA,94116,"$1,350,000 ","3 bds, 2.0 ba ,943 sqft",The Point Realty,https://www.zillow.com/homedetails/1901-35th-Ave-San-Francisco-CA-94116/15114114_zpid/
House for sale,,San Francisco,CA,94116,"$1,800,000 ","4 bds, 2.0 ba ,3100 sqft",Elevation Real Estate,https://www.zillow.com/homedetails/2332-22nd-Ave-San-Francisco-CA-94116/2075335810_zpid/
House for sale,,San Francisco,CA,94116,"$1,095,000 ","4 bds, 2.0 ba ,1819 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/2274-30th-Ave-San-Francisco-CA-94116/15119328_zpid/
House for sale,,San Francisco,CA,94116,"$1,400,000 ","4 bds, None ba ,2356 sqft",Intero Real Estate Services,https://www.zillow.com/homedetails/2945-Taraval-St-2947-San-Francisco-CA-94116/2075616257_zpid/
House for sale,,San Francisco,CA,94116,"$1,180,000 ","3 bds, 2.0 ba ,1300 sqft",Asia Pacific Groups,https://www.zillow.com/homedetails/2559-47th-Ave-San-Francisco-CA-94116/15124449_zpid/
New construction,,San Francisco,CA,94116,"$1,698,000 ","3 bds, 3.0 ba ,2214 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2352-19th-Ave-San-Francisco-CA-94116/2078094820_zpid/
Under Contract,,San Francisco,CA,94116,"$1,489,000 ","3 bds, 3.0 ba ,2214 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2350-19th-Ave-San-Francisco-CA-94116/2078094821_zpid/
Multi-family home for sale,,San Francisco,CA,94116,"$2,050,000 ","6 bds, 5.0 ba ,2790 sqft",Compass,https://www.zillow.com/homedetails/2918-Sloat-Blvd-2920-San-Francisco-CA-94116/2076570732_zpid/
Multi-family home for sale,,San Francisco,CA,94116,"$1,500,000 ","4 bds, 2.0 ba ,2444 sqft","Prime Metropolis Prop., Inc.",https://www.zillow.com/homedetails/2083-19th-Ave-2085-San-Francisco-CA-94116/2076570875_zpid/
House for sale,,San Francisco,CA,94116,"$2,250,000 ","5 bds, 3.0 ba ,2200 sqft",BarbCo,https://www.zillow.com/homedetails/2326-16th-Ave-San-Francisco-CA-94116/15120222_zpid/
Lot / Land for sale,,San Francisco,CA,94116,"$980,000 ","None bds, None ba ,None sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1-Castenada-Ave-San-Francisco-CA-94116/125162229_zpid/
House for sale,,San Francisco,CA,94121,"$1,899,000 ","3 bds, 3.0 ba ,2597 sqft","Rogers & Associates, Inc.",https://www.zillow.com/homedetails/445-45th-Ave-447-San-Francisco-CA-94121/2073568501_zpid/
Townhouse for sale,,San Francisco,CA,94121,"$1,395,000 ","3 bds, 2.0 ba ,1297 sqft",Kindred SF Homes,https://www.zillow.com/homedetails/247-27th-Ave-B-San-Francisco-CA-94121/2073575059_zpid/
House for sale,,San Francisco,CA,94121,"$1,349,000 ","3 bds, 2.0 ba ,None sqft",Sequoia Real Estate,https://www.zillow.com/homedetails/670-22nd-Ave-San-Francisco-CA-94121/15097759_zpid/
House for sale,,San Francisco,CA,94121,"$2,180,000 ","6 bds, 5.0 ba ,2900 sqft",First National Realty,https://www.zillow.com/homedetails/434-32nd-Ave-436-San-Francisco-CA-94121/2073660218_zpid/
House for sale,,San Francisco,CA,94121,"$1,425,000 ","4 bds, 4.0 ba ,3098 sqft",Compass,https://www.zillow.com/homedetails/275-25th-Ave-San-Francisco-CA-94121/2073744131_zpid/
Condo for sale,,San Francisco,CA,94121,"$1,200,000 ","3 bds, 3.0 ba ,1835 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/501-33rd-Ave-APT-203-San-Francisco-CA-94121/2101660444_zpid/
House for sale,,San Francisco,CA,94121,"$1,720,000 ","3 bds, 2.0 ba ,1800 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/881-43rd-Ave-San-Francisco-CA-94121/15100374_zpid/
House for sale,,San Francisco,CA,94121,"$1,800,000 ","5 bds, 3.0 ba ,2410 sqft",,https://www.zillow.com/homedetails/810-43rd-Ave-San-Francisco-CA-94121/15100352_zpid/
House for sale,,San Francisco,CA,94121,"$2,100,000 ","7 bds, 5.0 ba ,3029 sqft","Xu, Lei",https://www.zillow.com/homedetails/338-19th-Ave-340-San-Francisco-CA-94121/2074185699_zpid/
House for sale,,San Francisco,CA,94121,"$839,000 ","2 bds, 1.0 ba ,875 sqft",,https://www.zillow.com/homedetails/239-26th-Ave-APT-204-San-Francisco-CA-94121/2075500564_zpid/
Under Contract,,San Francisco,CA,94121,"$1,498,000 ","3 bds, 2.0 ba ,1950 sqft",Compass,https://www.zillow.com/homedetails/770-26th-Ave-San-Francisco-CA-94121/2082838167_zpid/
Under Contract,,San Francisco,CA,94121,"$1,495,000 ","2 bds, 2.0 ba ,2775 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/418-18th-Ave-San-Francisco-CA-94121/2075342425_zpid/
House for sale,,San Francisco,CA,94121,"$4,144,000 ","11 bds, 5.0 ba ,4045 sqft",Polaris Realty,https://www.zillow.com/homedetails/347-28th-Ave-349-San-Francisco-CA-94121/2076190090_zpid/
House for sale,,San Francisco,CA,94121,"$2,295,000 ","4 bds, 3.0 ba ,2269 sqft",Polaris Realty,https://www.zillow.com/homedetails/347-28th-Ave-San-Francisco-CA-94121/2075428784_zpid/
Under Contract,,San Francisco,CA,94121,"$699,000 ","1 bds, 1.0 ba ,590 sqft",Compass,https://www.zillow.com/homedetails/2443-Clement-St-2-San-Francisco-CA-94121/2140297728_zpid/
House for sale,,San Francisco,CA,94121,"$1,125,000 ","1 bds, 1.0 ba ,None sqft",Prime Meridian Realty & Mtg.,https://www.zillow.com/homedetails/340-25th-Ave-C-San-Francisco-CA-94121/2075580652_zpid/
House for sale,,San Francisco,CA,94121,"$2,950,000 ","3 bds, 3.0 ba ,3242 sqft",Prime Meridian Realty & Mtg.,https://www.zillow.com/homedetails/340-25th-Ave-B-San-Francisco-CA-94121/2075582088_zpid/
House for sale,,San Francisco,CA,94121,"$2,950,000 ","3 bds, 3.0 ba ,None sqft",Prime Meridian Realty & Mtg.,https://www.zillow.com/homedetails/340-25th-Ave-A-San-Francisco-CA-94121/2075615526_zpid/
House for sale,,San Francisco,CA,94121,"$2,980,000 ","4 bds, 6.0 ba ,None sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/8027-Geary-Blvd-San-Francisco-CA-94121/2077100460_zpid/
House for sale,,San Francisco,CA,94121,"$3,595,000 ","5 bds, 8.0 ba ,4485 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1714-Lake-St-San-Francisco-CA-94121/15089145_zpid/
House for sale,,San Francisco,CA,94121,"$4,850,000 ","6 bds, 4.0 ba ,4861 sqft",Compass SF,https://www.zillow.com/homedetails/150-32nd-Ave-San-Francisco-CA-94121/15088746_zpid/
House for sale,,San Francisco,CA,94121,"$17,500,000 ","6 bds, 7.0 ba ,7170 sqft",Compass,https://www.zillow.com/homedetails/224-Sea-Cliff-Ave-San-Francisco-CA-94121/15088697_zpid/
House for sale,,San Francisco,CA,94121,"$7,999,000 ","4 bds, 4.0 ba ,3420 sqft","Patricia Aguaristi, Broker",https://www.zillow.com/homedetails/10-Sea-Cliff-Ave-San-Francisco-CA-94121/15088581_zpid/
Under Contract,,San Francisco,CA,94121,"$1,195,000 ","2 bds, 1.0 ba ,1555 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/187-19th-Ave-San-Francisco-CA-94121/2099629440_zpid/
Under Contract,,San Francisco,CA,94121,"$1,395,000 ","3 bds, 2.0 ba ,1840 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/185-19th-Ave-San-Francisco-CA-94121/2100078050_zpid/
Under Contract,,San Francisco,CA,94121,"$1,395,000 ","4 bds, 2.0 ba ,3340 sqft",Compass,https://www.zillow.com/homedetails/6038-Geary-Blvd-6040-San-Francisco-CA-94121/2076570544_zpid/
House for sale,,San Francisco,CA,94121,"$3,498,000 ","7 bds, None ba ,6045 sqft",Bayview Real Estate & Mortgage,https://www.zillow.com/homedetails/190-21st-Ave-San-Francisco-CA-94121/2077395723_zpid/
Under Contract,,San Francisco,CA,94121,"$1,995,000 ","5 bds, 3.0 ba ,2900 sqft",Madison Hunter,https://www.zillow.com/homedetails/697-28th-Ave-699-San-Francisco-CA-94121/2076570728_zpid/
House for sale,,San Francisco,CA,94121,"$2,980,000 ","4 bds, 4.0 ba ,None sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/8027-Geary-Blvd-8029-San-Francisco-CA-94121/2076570785_zpid/
Multi-family home for sale,,San Francisco,CA,94121,"$1,425,000 ","4 bds, 3.0 ba ,2410 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/536-18th-Ave-538-San-Francisco-CA-94121/2076570664_zpid/
House for sale,,San Francisco,CA,94121,"$4,600,000 ","12 bds, None ba ,9240 sqft",Colliers International,https://www.zillow.com/homedetails/494-29th-Ave-San-Francisco-CA-94121/2078363726_zpid/
Under Contract,,San Francisco,CA,94121,"$2,590,000 ","5 bds, 5.0 ba ,3395 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/185-19th-Ave-187-San-Francisco-CA-94121/2076570839_zpid/
Under Contract,,San Francisco,CA,94121,"$1,299,990 ","3 bds, 3.0 ba ,1450 sqft",,https://www.zillow.com/homedetails/2224-Clement-St-103-San-Francisco-CA-94121/2077276083_zpid/
Multi-family home for sale,,San Francisco,CA,94121,"$2,280,000 ","None bds, None ba ,4210 sqft",,https://www.zillow.com/homedetails/150-152-21st-Ave-San-Francisco-CA-94121/2077757146_zpid/
Foreclosure,,San Francisco,CA,94121,"$3,960,000 ","8 bds, None ba ,10825 sqft",Luxe Places International Real,https://www.zillow.com/homedetails/5901-Geary-Blvd-5907-San-Francisco-CA-94121/2076570939_zpid/
House for sale,,San Francisco,CA,94123,"$21,000,000 ","7 bds, 11.0 ba ,16000 sqft",,https://www.zillow.com/homedetails/2820-Scott-St-San-Francisco-CA-94123/2143821426_zpid/
Under Contract,,San Francisco,CA,94123,"$3,750,000 ","4 bds, 4.0 ba ,3774 sqft",Compass,https://www.zillow.com/homedetails/2209-N-Point-St-San-Francisco-CA-94123/15079885_zpid/
Condo for sale,,San Francisco,CA,94123,"$2,250,000 ","3 bds, 2.0 ba ,None sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2465-Union-St-APT-2-San-Francisco-CA-94123/15071861_zpid/
House for sale,,San Francisco,CA,94123,"$7,250,000 ","5 bds, 5.0 ba ,4175 sqft",Compass,https://www.zillow.com/homedetails/2850-Union-St-San-Francisco-CA-94123/15080546_zpid/
New construction,,San Francisco,CA,94123,"$5,500,000+","3 bds, 3.0 ba ,1940 sqft",,https://www.zillow.com/community/union-house/2076638307_zpid/
House for sale,,San Francisco,CA,94123,"$7,600,000 ","12 bds, None ba ,9450 sqft",Trident Real Estate,https://www.zillow.com/homedetails/2785-Green-St-2795-San-Francisco-CA-94123/2073748994_zpid/
Under Contract,,San Francisco,CA,94123,"$1,250,000 ","2 bds, 2.0 ba ,1128 sqft",City Real Estate,https://www.zillow.com/homedetails/3235-Gough-St-APT-104-San-Francisco-CA-94123/2111933695_zpid/
House for sale,,San Francisco,CA,94123,"$2,295,000 ","3 bds, 3.0 ba ,2442 sqft",Compass,https://www.zillow.com/homedetails/3130-Baker-St-San-Francisco-CA-94123/15080124_zpid/
Under Contract,,San Francisco,CA,94123,"$849,000 ","1 bds, 1.0 ba ,670 sqft",Golden Gate Sotheby's Intl,https://www.zillow.com/homedetails/1734-Bay-St-APT-205-San-Francisco-CA-94123/15069814_zpid/
New construction,,San Francisco,CA,94123,"$1,950,000+","2 bds, 2.0 ba ,1124 sqft",,https://www.zillow.com/community/union-house/2080127401_zpid/
Condo for sale,,San Francisco,CA,94123,"$2,497,000 ","3 bds, 3.0 ba ,2100 sqft",Compass,https://www.zillow.com/homedetails/2429-Franklin-St-San-Francisco-CA-94123/15072188_zpid/
New construction,,San Francisco,CA,94123,"$1,450,000+","1 bds, 1.0 ba ,913 sqft",,https://www.zillow.com/community/union-house/2080127400_zpid/
New construction,,San Francisco,CA,94123,"$3,125,000 ","3 bds, 3.0 ba ,2073 sqft",JS Sullivan Sales and Marketin,https://www.zillow.com/homedetails/2448-Lombard-St-214-San-Francisco-CA-94123/2074185622_zpid/
House for sale,,San Francisco,CA,94123,"$825,000 ","1 bds, 1.0 ba ,806 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1890-Jefferson-St-APT-203-San-Francisco-CA-94123/2139128902_zpid/
Condo for sale,,San Francisco,CA,94123,"$799,000 ","0 bds, 1.0 ba ,None sqft",Compass SF,https://www.zillow.com/homedetails/3825-Scott-St-APT-304-San-Francisco-CA-94123/15079578_zpid/
House for sale,,San Francisco,CA,94123,"$2,598,000 ","3 bds, 3.0 ba ,2260 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/138-Cervantes-Blvd-San-Francisco-CA-94123/15069863_zpid/
New construction,,San Francisco,CA,94123,"$14,500,000 ","6 bds, 6.0 ba ,7195 sqft",Compass,https://www.zillow.com/homedetails/1848-Green-St-San-Francisco-CA-94123/2094384139_zpid/
House for sale,,San Francisco,CA,94123,"$5,500,000 ","10 bds, 7.0 ba ,5890 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2520-Gough-St-San-Francisco-CA-94123/2075153977_zpid/
Condo for sale,,San Francisco,CA,94123,"$1,995,000 ","3 bds, 3.0 ba ,1717 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1738-Lombard-St-APT-8-San-Francisco-CA-94123/63196580_zpid/
Condo for sale,,San Francisco,CA,94123,"$899,000 ","1 bds, 1.0 ba ,684 sqft",,https://www.zillow.com/homedetails/2774-Union-St-APT-4-San-Francisco-CA-94123/15080506_zpid/
House for sale,,San Francisco,CA,94123,"$4,500,000 ","4 bds, 4.0 ba ,3137 sqft",,https://www.zillow.com/homedetails/3150-Buchanan-St-San-Francisco-CA-94123/15071417_zpid/
Condo for sale,,San Francisco,CA,94123,"$4,380,000 ","2 bds, 3.0 ba ,1562 sqft",,https://www.zillow.com/homedetails/1501-Filbert-St-APT-7D-San-Francisco-CA-94123/125308717_zpid/
New construction,,San Francisco,CA,94123,"$998,000 ","1 bds, 1.0 ba ,697 sqft",JS Sullivan Sales and Marketin,https://www.zillow.com/homedetails/2448-Lombard-St-409-San-Francisco-CA-94123/2075251040_zpid/
Condo for sale,,San Francisco,CA,94123,"$3,150,000 ","3 bds, 4.0 ba ,2529 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1754-Bay-St-San-Francisco-CA-94123/241585519_zpid/
House for sale,,San Francisco,CA,94123,"$6,500,000 ","5 bds, 6.0 ba ,4206 sqft",Compass,https://www.zillow.com/homedetails/2727-Vallejo-St-San-Francisco-CA-94123/15080824_zpid/
House for sale,,San Francisco,CA,94123,"$4,000,000 ","6 bds, None ba ,6324 sqft",Colliers International,https://www.zillow.com/homedetails/3548-Pierce-St-San-Francisco-CA-94123/2075349293_zpid/
House for sale,,San Francisco,CA,94123,"$3,700,000 ","5 bds, 5.0 ba ,3274 sqft",Compass,https://www.zillow.com/homedetails/1855-Greenwich-St-San-Francisco-CA-94123/2077186362_zpid/
House for sale,,San Francisco,CA,94123,"$13,999,000 ","4 bds, 4.0 ba ,5142 sqft",Compass,https://www.zillow.com/homedetails/2755-Fillmore-St-San-Francisco-CA-94123/15072581_zpid/
House for sale,,San Francisco,CA,94123,"$1,395,000 ","2 bds, 2.0 ba ,1320 sqft",Mark Vasquez,https://www.zillow.com/homedetails/2709-Baker-St-San-Francisco-CA-94123/2098813009_zpid/
House for sale,,San Francisco,CA,94123,"$3,795,000 ","5 bds, None ba ,3276 sqft",Mark Vasquez,https://www.zillow.com/homedetails/2709-Baker-St-2711-San-Francisco-CA-94123/2075388867_zpid/
New construction,,San Francisco,CA,94123,"$1,695,000 ","2 bds, 2.0 ba ,1044 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3131-Pierce-St-208-San-Francisco-CA-94123/2075389390_zpid/
Under Contract,,San Francisco,CA,94123,"$2,495,000 ","5 bds, None ba ,3107 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2610-Greenwich-St-2612-San-Francisco-CA-94123/2075593406_zpid/
House for sale,,San Francisco,CA,94123,"$3,600,000 ","5 bds, None ba ,4188 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2227-Lombard-St-2229-San-Francisco-CA-94123/2076570662_zpid/
